OrderKey,EmployeeKey,DateKey,ProductKey,ShipperKey,DiscountKey,OrderID,OrderDate,RequiredDate,EmployeeName,ProductName,ShippingCompany,ShippedDate,DiscountPrice,DiscountedUnitPrice
11,1,341,21,2,341,10376,1996-12-09 00:00:00,1997-01-06 00:00:00,NancyDavolio,Sir Rodney's Scones,United Package,1996-12-13 00:00:00,0.5,9.5
12,1,341,74,2,341,10376,1996-12-09 00:00:00,1997-01-06 00:00:00,NancyDavolio,Longlife Tofu,United Package,1996-12-13 00:00:00,0.5,9.5
13,1,363,55,2,363,10385,1996-12-17 00:00:00,1997-01-14 00:00:00,NancyDavolio,Pâté chinois,United Package,1996-12-23 00:00:00,4.8000002,19.200001
14,1,365,3,2,365,10385,1996-12-17 00:00:00,1997-01-14 00:00:00,NancyDavolio,Aniseed Syrup,United Package,1996-12-23 00:00:00,2,8
15,1,365,21,2,365,10385,1996-12-17 00:00:00,1997-01-14 00:00:00,NancyDavolio,Sir Rodney's Scones,United Package,1996-12-23 00:00:00,2,8
16,1,365,74,2,365,10385,1996-12-17 00:00:00,1997-01-14 00:00:00,NancyDavolio,Longlife Tofu,United Package,1996-12-23 00:00:00,2,8
17,1,389,3,3,389,10393,1996-12-25 00:00:00,1997-01-22 00:00:00,NancyDavolio,Aniseed Syrup,Federal Shipping,1997-01-03 00:00:00,0,10
18,1,389,21,3,389,10393,1996-12-25 00:00:00,1997-01-22 00:00:00,NancyDavolio,Sir Rodney's Scones,Federal Shipping,1997-01-03 00:00:00,0,10
19,1,389,74,3,389,10393,1996-12-25 00:00:00,1997-01-22 00:00:00,NancyDavolio,Longlife Tofu,Federal Shipping,1997-01-03 00:00:00,0,10
20,1,546,46,2,546,10453,1997-02-21 00:00:00,1997-03-21 00:00:00,NancyDavolio,Spegesild,United Package,1997-02-26 00:00:00,1.2,10.8
21,1,582,77,3,582,10465,1997-03-05 00:00:00,1997-04-02 00:00:00,NancyDavolio,Original Frankfurter grüne Soße,Federal Shipping,1997-03-14 00:00:00,0,13
22,1,591,15,1,591,10469,1997-03-10 00:00:00,1997-04-07 00:00:00,NancyDavolio,Genen Shouyu,Speedy Express,1997-03-14 00:00:00,2.325,13.175
23,1,682,13,2,682,10508,1997-04-16 00:00:00,1997-05-14 00:00:00,NancyDavolio,Konbu,United Package,1997-05-13 00:00:00,0,6
24,1,683,1,2,683,10508,1997-04-16 00:00:00,1997-05-14 00:00:00,NancyDavolio,Chai,United Package,1997-05-13 00:00:00,0,18
25,1,683,35,2,683,10508,1997-04-16 00:00:00,1997-05-14 00:00:00,NancyDavolio,Steeleye Stout,United Package,1997-05-13 00:00:00,0,18
26,1,683,39,2,683,10508,1997-04-16 00:00:00,1997-05-14 00:00:00,NancyDavolio,Chartreuse verte,United Package,1997-05-13 00:00:00,0,18
27,1,683,76,2,683,10508,1997-04-16 00:00:00,1997-05-14 00:00:00,NancyDavolio,Lakkalikööri,United Package,1997-05-13 00:00:00,0,18
28,1,732,10,2,732,10524,1997-05-01 00:00:00,1997-05-29 00:00:00,NancyDavolio,Ikura,United Package,1997-05-07 00:00:00,0,31
29,1,733,30,2,733,10524,1997-05-01 00:00:00,1997-05-29 00:00:00,NancyDavolio,Nord-Ost Matjeshering,United Package,1997-05-07 00:00:00,0,25.889999
30,1,734,43,2,734,10524,1997-05-01 00:00:00,1997-05-29 00:00:00,NancyDavolio,Ipoh Coffee,United Package,1997-05-07 00:00:00,0,46
31,1,735,54,2,735,10524,1997-05-01 00:00:00,1997-05-29 00:00:00,NancyDavolio,Tourtière,United Package,1997-05-07 00:00:00,0,7.4499998
32,1,736,2,2,736,10525,1997-05-02 00:00:00,1997-05-30 00:00:00,NancyDavolio,Chang,United Package,1997-05-23 00:00:00,0,19
33,1,736,36,2,736,10525,1997-05-02 00:00:00,1997-05-30 00:00:00,NancyDavolio,Inlagd Sill,United Package,1997-05-23 00:00:00,0,19
34,1,737,40,2,737,10525,1997-05-02 00:00:00,1997-05-30 00:00:00,NancyDavolio,Boston Crab Meat,United Package,1997-05-23 00:00:00,1.84,16.559999
35,1,770,31,1,770,10537,1997-05-14 00:00:00,1997-05-28 00:00:00,NancyDavolio,Gorgonzola Telino,Speedy Express,1997-05-19 00:00:00,0,12.5
36,1,770,68,1,770,10537,1997-05-14 00:00:00,1997-05-28 00:00:00,NancyDavolio,Scottish Longbreads,Speedy Express,1997-05-19 00:00:00,0,12.5
37,1,771,51,1,771,10537,1997-05-14 00:00:00,1997-05-28 00:00:00,NancyDavolio,Manjimup Dried Apples,Speedy Express,1997-05-19 00:00:00,0,53
38,1,772,58,1,772,10537,1997-05-14 00:00:00,1997-05-28 00:00:00,NancyDavolio,Escargots de Bourgogne,Speedy Express,1997-05-19 00:00:00,0,13.25
39,1,773,72,1,773,10537,1997-05-14 00:00:00,1997-05-28 00:00:00,NancyDavolio,Mozzarella di Giovanni,Speedy Express,1997-05-19 00:00:00,0,34.799999
40,1,774,70,1,774,10537,1997-05-14 00:00:00,1997-05-28 00:00:00,NancyDavolio,Outback Lager,Speedy Express,1997-05-19 00:00:00,0,15
41,1,774,73,1,774,10537,1997-05-14 00:00:00,1997-05-28 00:00:00,NancyDavolio,Röd Kaviar,Speedy Express,1997-05-19 00:00:00,0,15
42,1,796,7,3,796,10546,1997-05-23 00:00:00,1997-06-20 00:00:00,NancyDavolio,Uncle Bob's Organic Dried Pears,Federal Shipping,1997-05-27 00:00:00,0,30
43,1,797,1,3,797,10546,1997-05-23 00:00:00,1997-06-20 00:00:00,NancyDavolio,Chai,Federal Shipping,1997-05-27 00:00:00,0,18
44,1,797,35,3,797,10546,1997-05-23 00:00:00,1997-06-20 00:00:00,NancyDavolio,Steeleye Stout,Federal Shipping,1997-05-27 00:00:00,0,18
45,1,797,39,3,797,10546,1997-05-23 00:00:00,1997-06-20 00:00:00,NancyDavolio,Chartreuse verte,Federal Shipping,1997-05-27 00:00:00,0,18
46,1,797,76,3,797,10546,1997-05-23 00:00:00,1997-06-20 00:00:00,NancyDavolio,Lakkalikööri,Federal Shipping,1997-05-27 00:00:00,0,18
47,1,798,62,3,798,10546,1997-05-23 00:00:00,1997-06-20 00:00:00,NancyDavolio,Tarte au sucre,Federal Shipping,1997-05-27 00:00:00,0,49.299999
48,1,789,11,3,789,10542,1997-05-20 00:00:00,1997-06-17 00:00:00,NancyDavolio,Queso Cabrales,Federal Shipping,1997-05-26 00:00:00,1.0500001,19.950001
49,1,789,22,3,789,10542,1997-05-20 00:00:00,1997-06-17 00:00:00,NancyDavolio,Gustaf's Knäckebröd,Federal Shipping,1997-05-26 00:00:00,1.0500001,19.950001
50,1,790,54,3,790,10542,1997-05-20 00:00:00,1997-06-17 00:00:00,NancyDavolio,Tourtière,Federal Shipping,1997-05-26 00:00:00,0.3725,7.0774999
51,1,843,33,1,843,10562,1997-06-09 00:00:00,1997-07-07 00:00:00,NancyDavolio,Geitost,Speedy Express,1997-06-12 00:00:00,0.25,2.25
52,1,844,62,1,844,10562,1997-06-09 00:00:00,1997-07-07 00:00:00,NancyDavolio,Tarte au sucre,Speedy Express,1997-06-12 00:00:00,4.9299998,44.369999
53,1,832,45,2,832,10558,1997-06-04 00:00:00,1997-07-02 00:00:00,NancyDavolio,Rogede sild,United Package,1997-06-10 00:00:00,0,9.5
54,1,832,47,2,832,10558,1997-06-04 00:00:00,1997-07-02 00:00:00,NancyDavolio,Zaanse koeken,United Package,1997-06-10 00:00:00,0,9.5
55,1,833,51,2,833,10558,1997-06-04 00:00:00,1997-07-02 00:00:00,NancyDavolio,Manjimup Dried Apples,United Package,1997-06-10 00:00:00,0,53
56,1,834,52,2,834,10558,1997-06-04 00:00:00,1997-07-02 00:00:00,NancyDavolio,Filo Mix,United Package,1997-06-10 00:00:00,0,7
57,1,835,53,2,835,10558,1997-06-04 00:00:00,1997-07-02 00:00:00,NancyDavolio,Perth Pasties,United Package,1997-06-10 00:00:00,0,32.799999
58,1,836,70,2,836,10558,1997-06-04 00:00:00,1997-07-02 00:00:00,NancyDavolio,Outback Lager,United Package,1997-06-10 00:00:00,0,15
59,1,836,73,2,836,10558,1997-06-04 00:00:00,1997-07-02 00:00:00,NancyDavolio,Röd Kaviar,United Package,1997-06-10 00:00:00,0,15
60,1,855,31,1,855,10567,1997-06-12 00:00:00,1997-07-10 00:00:00,NancyDavolio,Gorgonzola Telino,Speedy Express,1997-06-17 00:00:00,2.5,10
61,1,855,68,1,855,10567,1997-06-12 00:00:00,1997-07-10 00:00:00,NancyDavolio,Scottish Longbreads,Speedy Express,1997-06-17 00:00:00,2.5,10
62,1,856,51,1,856,10567,1997-06-12 00:00:00,1997-07-10 00:00:00,NancyDavolio,Manjimup Dried Apples,Speedy Express,1997-06-17 00:00:00,0,53
63,1,857,59,1,857,10567,1997-06-12 00:00:00,1997-07-10 00:00:00,NancyDavolio,Raclette Courdavault,Speedy Express,1997-06-17 00:00:00,11,44
64,1,888,15,2,888,10579,1997-06-25 00:00:00,1997-07-23 00:00:00,NancyDavolio,Genen Shouyu,United Package,1997-07-04 00:00:00,0,15.5
65,1,889,75,2,889,10579,1997-06-25 00:00:00,1997-07-23 00:00:00,NancyDavolio,Rhönbräu Klosterbier,United Package,1997-07-04 00:00:00,0,7.75
66,1,902,26,1,902,10587,1997-07-02 00:00:00,1997-07-30 00:00:00,NancyDavolio,Gumbär Gummibärchen,Speedy Express,1997-07-09 00:00:00,0,31.23
67,1,903,1,1,903,10587,1997-07-02 00:00:00,1997-07-30 00:00:00,NancyDavolio,Chai,Speedy Express,1997-07-09 00:00:00,0,18
68,1,903,35,1,903,10587,1997-07-02 00:00:00,1997-07-30 00:00:00,NancyDavolio,Steeleye Stout,Speedy Express,1997-07-09 00:00:00,0,18
69,1,903,39,1,903,10587,1997-07-02 00:00:00,1997-07-30 00:00:00,NancyDavolio,Chartreuse verte,Speedy Express,1997-07-09 00:00:00,0,18
70,1,903,76,1,903,10587,1997-07-02 00:00:00,1997-07-30 00:00:00,NancyDavolio,Lakkalikööri,Speedy Express,1997-07-09 00:00:00,0,18
71,1,904,77,1,904,10587,1997-07-02 00:00:00,1997-07-30 00:00:00,NancyDavolio,Original Frankfurter grüne Soße,Speedy Express,1997-07-09 00:00:00,0,13
72,1,910,3,1,910,10591,1997-07-07 00:00:00,1997-07-21 00:00:00,NancyDavolio,Aniseed Syrup,Speedy Express,1997-07-16 00:00:00,0,10
73,1,910,21,1,910,10591,1997-07-07 00:00:00,1997-07-21 00:00:00,NancyDavolio,Sir Rodney's Scones,Speedy Express,1997-07-16 00:00:00,0,10
74,1,910,74,1,910,10591,1997-07-07 00:00:00,1997-07-21 00:00:00,NancyDavolio,Longlife Tofu,Speedy Express,1997-07-16 00:00:00,0,10
75,1,911,7,1,911,10591,1997-07-07 00:00:00,1997-07-21 00:00:00,NancyDavolio,Uncle Bob's Organic Dried Pears,Speedy Express,1997-07-16 00:00:00,0,30
76,1,912,54,1,912,10591,1997-07-07 00:00:00,1997-07-21 00:00:00,NancyDavolio,Tourtière,Speedy Express,1997-07-16 00:00:00,0,7.4499998
77,1,939,48,1,939,10604,1997-07-18 00:00:00,1997-08-15 00:00:00,NancyDavolio,Chocolade,Speedy Express,1997-07-29 00:00:00,1.275,11.475
78,1,940,1,1,940,10604,1997-07-18 00:00:00,1997-08-15 00:00:00,NancyDavolio,Chai,Speedy Express,1997-07-29 00:00:00,1.8000001,16.200001
79,1,940,35,1,940,10604,1997-07-18 00:00:00,1997-08-15 00:00:00,NancyDavolio,Steeleye Stout,Speedy Express,1997-07-29 00:00:00,1.8000001,16.200001
80,1,940,39,1,940,10604,1997-07-18 00:00:00,1997-08-15 00:00:00,NancyDavolio,Chartreuse verte,Speedy Express,1997-07-29 00:00:00,1.8000001,16.200001
81,1,940,76,1,940,10604,1997-07-18 00:00:00,1997-08-15 00:00:00,NancyDavolio,Lakkalikööri,Speedy Express,1997-07-29 00:00:00,1.8000001,16.200001
82,1,941,16,2,941,10605,1997-07-21 00:00:00,1997-08-18 00:00:00,NancyDavolio,Pavlova,United Package,1997-07-29 00:00:00,0.87250006,16.577501
83,1,942,59,2,942,10605,1997-07-21 00:00:00,1997-08-18 00:00:00,NancyDavolio,Raclette Courdavault,United Package,1997-07-29 00:00:00,2.75,52.25
84,1,943,60,2,943,10605,1997-07-21 00:00:00,1997-08-18 00:00:00,NancyDavolio,Camembert Pierrot,United Package,1997-07-29 00:00:00,1.7,32.299999
85,1,944,71,2,944,10605,1997-07-21 00:00:00,1997-08-18 00:00:00,NancyDavolio,Flotemysost,United Package,1997-07-29 00:00:00,1.075,20.424999
86,1,929,27,3,929,10598,1997-07-14 00:00:00,1997-08-11 00:00:00,NancyDavolio,Schoggi Schokolade,Federal Shipping,1997-07-18 00:00:00,0,43.900002
87,1,929,63,3,929,10598,1997-07-14 00:00:00,1997-08-11 00:00:00,NancyDavolio,Vegie-spread,Federal Shipping,1997-07-18 00:00:00,0,43.900002
88,1,930,71,3,930,10598,1997-07-14 00:00:00,1997-08-11 00:00:00,NancyDavolio,Flotemysost,Federal Shipping,1997-07-18 00:00:00,0,21.5
89,1,961,10,2,961,10612,1997-07-28 00:00:00,1997-08-25 00:00:00,NancyDavolio,Ikura,United Package,1997-08-01 00:00:00,0,31
90,1,962,2,2,962,10612,1997-07-28 00:00:00,1997-08-25 00:00:00,NancyDavolio,Chang,United Package,1997-08-01 00:00:00,0,19
91,1,962,36,2,962,10612,1997-07-28 00:00:00,1997-08-25 00:00:00,NancyDavolio,Inlagd Sill,United Package,1997-08-01 00:00:00,0,19
92,1,963,49,2,963,10612,1997-07-28 00:00:00,1997-08-25 00:00:00,NancyDavolio,Maxilaku,United Package,1997-08-01 00:00:00,0,20
93,1,964,60,2,964,10612,1997-07-28 00:00:00,1997-08-25 00:00:00,NancyDavolio,Camembert Pierrot,United Package,1997-08-01 00:00:00,0,34
94,1,965,1,2,965,10612,1997-07-28 00:00:00,1997-08-25 00:00:00,NancyDavolio,Chai,United Package,1997-08-01 00:00:00,0,18
95,1,965,35,2,965,10612,1997-07-28 00:00:00,1997-08-25 00:00:00,NancyDavolio,Steeleye Stout,United Package,1997-08-01 00:00:00,0,18
96,1,965,39,2,965,10612,1997-07-28 00:00:00,1997-08-25 00:00:00,NancyDavolio,Chartreuse verte,United Package,1997-08-01 00:00:00,0,18
97,1,965,76,2,965,10612,1997-07-28 00:00:00,1997-08-25 00:00:00,NancyDavolio,Lakkalikööri,United Package,1997-08-01 00:00:00,0,18
98,1,972,38,2,972,10616,1997-07-31 00:00:00,1997-08-28 00:00:00,NancyDavolio,Côte de Blaye,United Package,1997-08-05 00:00:00,13.175,250.325
99,1,973,12,2,973,10616,1997-07-31 00:00:00,1997-08-28 00:00:00,NancyDavolio,Queso Manchego La Pastora,United Package,1997-08-05 00:00:00,0,38
100,1,973,56,2,973,10616,1997-07-31 00:00:00,1997-08-28 00:00:00,NancyDavolio,Gnocchi di nonna Alice,United Package,1997-08-05 00:00:00,0,38
101,1,974,70,2,974,10616,1997-07-31 00:00:00,1997-08-28 00:00:00,NancyDavolio,Outback Lager,United Package,1997-08-05 00:00:00,0.75,14.25
102,1,974,73,2,974,10616,1997-07-31 00:00:00,1997-08-28 00:00:00,NancyDavolio,Röd Kaviar,United Package,1997-08-05 00:00:00,0.75,14.25
103,1,975,71,2,975,10616,1997-07-31 00:00:00,1997-08-28 00:00:00,NancyDavolio,Flotemysost,United Package,1997-08-05 00:00:00,1.075,20.424999
104,1,977,6,1,977,10618,1997-08-01 00:00:00,1997-09-12 00:00:00,NancyDavolio,Grandma's Boysenberry Spread,Speedy Express,1997-08-08 00:00:00,0,25
105,1,978,12,1,978,10618,1997-08-01 00:00:00,1997-09-12 00:00:00,NancyDavolio,Queso Manchego La Pastora,Speedy Express,1997-08-08 00:00:00,0,38
106,1,978,56,1,978,10618,1997-08-01 00:00:00,1997-09-12 00:00:00,NancyDavolio,Gnocchi di nonna Alice,Speedy Express,1997-08-08 00:00:00,0,38
107,1,979,31,1,979,10618,1997-08-01 00:00:00,1997-09-12 00:00:00,NancyDavolio,Gorgonzola Telino,Speedy Express,1997-08-08 00:00:00,0,12.5
108,1,979,68,1,979,10618,1997-08-01 00:00:00,1997-09-12 00:00:00,NancyDavolio,Scottish Longbreads,Speedy Express,1997-08-08 00:00:00,0,12.5
109,1,1001,53,2,1001,10626,1997-08-11 00:00:00,1997-09-08 00:00:00,NancyDavolio,Perth Pasties,United Package,1997-08-20 00:00:00,0,32.799999
110,1,1002,60,2,1002,10626,1997-08-11 00:00:00,1997-09-08 00:00:00,NancyDavolio,Camembert Pierrot,United Package,1997-08-20 00:00:00,0,34
111,1,1003,71,2,1003,10626,1997-08-11 00:00:00,1997-09-08 00:00:00,NancyDavolio,Flotemysost,United Package,1997-08-20 00:00:00,0,21.5
112,1,1009,55,2,1009,10630,1997-08-13 00:00:00,1997-09-10 00:00:00,NancyDavolio,Pâté chinois,United Package,1997-08-19 00:00:00,1.2,22.799999
113,1,1010,1,2,1010,10630,1997-08-13 00:00:00,1997-09-10 00:00:00,NancyDavolio,Chai,United Package,1997-08-19 00:00:00,0,18
114,1,1010,35,2,1010,10630,1997-08-13 00:00:00,1997-09-10 00:00:00,NancyDavolio,Steeleye Stout,United Package,1997-08-19 00:00:00,0,18
115,1,1010,39,2,1010,10630,1997-08-13 00:00:00,1997-09-10 00:00:00,NancyDavolio,Chartreuse verte,United Package,1997-08-19 00:00:00,0,18
116,1,1010,76,2,1010,10630,1997-08-13 00:00:00,1997-09-10 00:00:00,NancyDavolio,Lakkalikööri,United Package,1997-08-19 00:00:00,0,18
117,1,1065,16,1,1065,10653,1997-09-02 00:00:00,1997-09-30 00:00:00,NancyDavolio,Pavlova,Speedy Express,1997-09-19 00:00:00,1.7450001,15.705001
118,1,1066,60,1,1066,10653,1997-09-02 00:00:00,1997-09-30 00:00:00,NancyDavolio,Camembert Pierrot,Speedy Express,1997-09-19 00:00:00,3.4000001,30.6
119,1,1070,41,2,1070,10655,1997-09-03 00:00:00,1997-10-01 00:00:00,NancyDavolio,Jack's New England Clam Chowder,United Package,1997-09-11 00:00:00,1.9299999,7.7199998
120,1,1094,10,3,1094,10664,1997-09-10 00:00:00,1997-10-08 00:00:00,NancyDavolio,Ikura,Federal Shipping,1997-09-19 00:00:00,4.6500001,26.35
121,1,1095,12,3,1095,10664,1997-09-10 00:00:00,1997-10-08 00:00:00,NancyDavolio,Queso Manchego La Pastora,Federal Shipping,1997-09-19 00:00:00,5.7000003,32.299999
122,1,1095,56,3,1095,10664,1997-09-10 00:00:00,1997-10-08 00:00:00,NancyDavolio,Gnocchi di nonna Alice,Federal Shipping,1997-09-19 00:00:00,5.7000003,32.299999
123,1,1096,65,3,1096,10664,1997-09-10 00:00:00,1997-10-08 00:00:00,NancyDavolio,Louisiana Fiery Hot Pepper Sauce,Federal Shipping,1997-09-19 00:00:00,3.1575,17.8925
124,1,1097,51,2,1097,10665,1997-09-11 00:00:00,1997-10-09 00:00:00,NancyDavolio,Manjimup Dried Apples,United Package,1997-09-17 00:00:00,0,53
125,1,1098,59,2,1098,10665,1997-09-11 00:00:00,1997-10-09 00:00:00,NancyDavolio,Raclette Courdavault,United Package,1997-09-17 00:00:00,0,55
126,1,1099,1,2,1099,10665,1997-09-11 00:00:00,1997-10-09 00:00:00,NancyDavolio,Chai,United Package,1997-09-17 00:00:00,0,18
127,1,1099,35,2,1099,10665,1997-09-11 00:00:00,1997-10-09 00:00:00,NancyDavolio,Steeleye Stout,United Package,1997-09-17 00:00:00,0,18
128,1,1099,39,2,1099,10665,1997-09-11 00:00:00,1997-10-09 00:00:00,NancyDavolio,Chartreuse verte,United Package,1997-09-17 00:00:00,0,18
129,1,1099,76,2,1099,10665,1997-09-11 00:00:00,1997-10-09 00:00:00,NancyDavolio,Lakkalikööri,United Package,1997-09-17 00:00:00,0,18
130,1,1104,31,2,1104,10668,1997-09-15 00:00:00,1997-10-13 00:00:00,NancyDavolio,Gorgonzola Telino,United Package,1997-09-23 00:00:00,1.25,11.25
131,1,1104,68,2,1104,10668,1997-09-15 00:00:00,1997-10-13 00:00:00,NancyDavolio,Scottish Longbreads,United Package,1997-09-23 00:00:00,1.25,11.25
132,1,1105,55,2,1105,10668,1997-09-15 00:00:00,1997-10-13 00:00:00,NancyDavolio,Pâté chinois,United Package,1997-09-23 00:00:00,2.4000001,21.6
133,1,1106,64,2,1106,10668,1997-09-15 00:00:00,1997-10-13 00:00:00,NancyDavolio,Wimmers gute Semmelknödel,United Package,1997-09-23 00:00:00,3.325,29.924999
134,1,1128,26,3,1128,10677,1997-09-22 00:00:00,1997-10-20 00:00:00,NancyDavolio,Gumbär Gummibärchen,Federal Shipping,1997-09-26 00:00:00,4.6845002,26.5455
135,1,1129,33,3,1129,10677,1997-09-22 00:00:00,1997-10-20 00:00:00,NancyDavolio,Geitost,Federal Shipping,1997-09-26 00:00:00,0.375,2.125
136,1,1135,16,1,1135,10680,1997-09-24 00:00:00,1997-10-22 00:00:00,NancyDavolio,Pavlova,Speedy Express,1997-09-26 00:00:00,4.3625002,13.087501
137,1,1136,31,1,1136,10680,1997-09-24 00:00:00,1997-10-22 00:00:00,NancyDavolio,Gorgonzola Telino,Speedy Express,1997-09-26 00:00:00,3.125,9.375
138,1,1136,68,1,1136,10680,1997-09-24 00:00:00,1997-10-22 00:00:00,NancyDavolio,Scottish Longbreads,Speedy Express,1997-09-26 00:00:00,3.125,9.375
139,1,1137,25,1,1137,10680,1997-09-24 00:00:00,1997-10-22 00:00:00,NancyDavolio,NuNuCa Nuß-Nougat-Creme,Speedy Express,1997-09-26 00:00:00,3.5,10.5
140,1,1137,34,1,1137,10680,1997-09-24 00:00:00,1997-10-22 00:00:00,NancyDavolio,Sasquatch Ale,Speedy Express,1997-09-26 00:00:00,3.5,10.5
141,1,1137,42,1,1137,10680,1997-09-24 00:00:00,1997-10-22 00:00:00,NancyDavolio,Singaporean Hokkien Fried Mee,Speedy Express,1997-09-26 00:00:00,3.5,10.5
142,1,1137,67,1,1137,10680,1997-09-24 00:00:00,1997-10-22 00:00:00,NancyDavolio,Laughing Lumberjack Lager,Speedy Express,1997-09-26 00:00:00,3.5,10.5
143,1,1113,16,1,1113,10671,1997-09-17 00:00:00,1997-10-15 00:00:00,NancyDavolio,Pavlova,Speedy Express,1997-09-24 00:00:00,0,17.450001
144,1,1114,62,1,1114,10671,1997-09-17 00:00:00,1997-10-15 00:00:00,NancyDavolio,Tarte au sucre,Speedy Express,1997-09-24 00:00:00,0,49.299999
145,1,1115,65,1,1115,10671,1997-09-17 00:00:00,1997-10-15 00:00:00,NancyDavolio,Louisiana Fiery Hot Pepper Sauce,Speedy Express,1997-09-24 00:00:00,0,21.049999
146,1,1159,1,2,1159,10689,1997-10-01 00:00:00,1997-10-29 00:00:00,NancyDavolio,Chai,United Package,1997-10-07 00:00:00,4.5,13.5
147,1,1159,35,2,1159,10689,1997-10-01 00:00:00,1997-10-29 00:00:00,NancyDavolio,Steeleye Stout,United Package,1997-10-07 00:00:00,4.5,13.5
148,1,1159,39,2,1159,10689,1997-10-01 00:00:00,1997-10-29 00:00:00,NancyDavolio,Chartreuse verte,United Package,1997-10-07 00:00:00,4.5,13.5
149,1,1159,76,2,1159,10689,1997-10-01 00:00:00,1997-10-29 00:00:00,NancyDavolio,Lakkalikööri,United Package,1997-10-07 00:00:00,4.5,13.5
150,1,1160,12,1,1160,10690,1997-10-02 00:00:00,1997-10-30 00:00:00,NancyDavolio,Queso Manchego La Pastora,Speedy Express,1997-10-03 00:00:00,9.5,28.5
151,1,1160,56,1,1160,10690,1997-10-02 00:00:00,1997-10-30 00:00:00,NancyDavolio,Gnocchi di nonna Alice,Speedy Express,1997-10-03 00:00:00,9.5,28.5
152,1,1161,77,1,1161,10690,1997-10-02 00:00:00,1997-10-30 00:00:00,NancyDavolio,Original Frankfurter grüne Soße,Speedy Express,1997-10-03 00:00:00,3.25,9.75
153,1,1215,8,3,1215,10709,1997-10-17 00:00:00,1997-11-14 00:00:00,NancyDavolio,Northwoods Cranberry Sauce,Federal Shipping,1997-11-20 00:00:00,0,40
154,1,1216,51,3,1216,10709,1997-10-17 00:00:00,1997-11-14 00:00:00,NancyDavolio,Manjimup Dried Apples,Federal Shipping,1997-11-20 00:00:00,0,53
155,1,1217,60,3,1217,10709,1997-10-17 00:00:00,1997-11-14 00:00:00,NancyDavolio,Camembert Pierrot,Federal Shipping,1997-11-20 00:00:00,0,34
156,1,1218,19,1,1218,10710,1997-10-20 00:00:00,1997-11-17 00:00:00,NancyDavolio,Teatime Chocolate Biscuits,Speedy Express,1997-10-23 00:00:00,0,9.1999998
157,1,1219,45,1,1219,10710,1997-10-20 00:00:00,1997-11-17 00:00:00,NancyDavolio,Rogede sild,Speedy Express,1997-10-23 00:00:00,0,9.5
158,1,1219,47,1,1219,10710,1997-10-20 00:00:00,1997-11-17 00:00:00,NancyDavolio,Zaanse koeken,Speedy Express,1997-10-23 00:00:00,0,9.5
159,1,1225,10,1,1225,10713,1997-10-22 00:00:00,1997-11-19 00:00:00,NancyDavolio,Ikura,Speedy Express,1997-10-24 00:00:00,0,31
160,1,1226,26,1,1226,10713,1997-10-22 00:00:00,1997-11-19 00:00:00,NancyDavolio,Gumbär Gummibärchen,Speedy Express,1997-10-24 00:00:00,0,31.23
161,1,1227,45,1,1227,10713,1997-10-22 00:00:00,1997-11-19 00:00:00,NancyDavolio,Rogede sild,Speedy Express,1997-10-24 00:00:00,0,9.5
162,1,1227,47,1,1227,10713,1997-10-22 00:00:00,1997-11-19 00:00:00,NancyDavolio,Zaanse koeken,Speedy Express,1997-10-24 00:00:00,0,9.5
163,1,1228,46,1,1228,10713,1997-10-22 00:00:00,1997-11-19 00:00:00,NancyDavolio,Spegesild,Speedy Express,1997-10-24 00:00:00,0,12
